,source,target,time,type
1749,3191,98389,2015-06-01 00:40:30,a2q
1750,4110,4110,2015-05-31 18:40:12,a2q
1751,7883,7883,2015-05-31 04:25:25,a2q
1752,4931,46279,2015-05-31 03:36:48,a2q
1753,9296,9296,2015-05-30 23:57:08,a2q
1754,1338,21406,2015-05-30 18:13:51,a2q
1755,40468,3839,2015-05-30 07:32:55,a2q
1756,55075,7412,2015-05-30 06:01:23,a2q
1757,55075,990,2015-05-30 05:10:55,a2q
1758,13,4750730,2015-05-30 02:14:04,a2q
1759,3442,3442,2015-05-30 01:12:07,a2q
1760,5987,53861,2015-05-29 23:42:51,a2q
1761,5486,5486,2015-05-29 21:25:38,a2q
1762,572827,194,2015-05-29 21:18:21,a2q
1763,41545,9476,2015-05-29 19:22:33,a2q
1764,86989,2648,2015-05-29 15:26:17,a2q
1765,88,732165,2015-05-29 07:11:24,a2q
1766,52360,986,2015-05-29 06:35:28,a2q
1767,7850,7850,2015-05-29 04:42:59,a2q
1768,4794,4794,2015-05-29 03:56:32,a2q
1769,3488,9859,2015-05-29 03:46:28,a2q
1770,27581,4602,2015-05-29 00:39:58,a2q
1771,24874,91,2015-05-28 22:10:50,a2q
1772,13,3125280,2015-05-28 18:35:09,a2q
1773,6309,40080,2015-05-28 16:06:20,a2q
1774,16940,8534,2015-05-28 14:44:13,a2q
1775,1338,21406,2015-05-28 08:39:58,a2q
1776,30246,4384,2015-05-28 04:16:04,a2q
1777,6380,55580,2015-05-28 03:39:42,a2q
1778,1017480,91,2015-05-28 00:38:30,a2q
1779,57159,1226,2015-05-27 22:50:39,a2q
1780,7011,487,2015-05-27 21:41:51,a2q
1781,4944899,71,2015-05-27 20:22:46,a2q
1782,5852,64923,2015-05-27 19:22:51,a2q
1783,6722,17579,2015-05-27 17:10:16,a2q
1784,58553,1909,2015-05-27 13:21:18,a2q
1785,47453,893,2015-05-27 10:54:50,a2q
1786,9976,9976,2015-05-27 09:03:51,a2q
1787,9976,90328,2015-05-27 06:01:03,a2q
1788,22399,383,2015-05-27 03:18:11,a2q
1789,907,191998,2015-05-27 02:38:46,a2q
1790,10397,685,2015-05-27 02:33:45,a2q
1791,188306,931,2015-05-26 23:23:22,a2q
1792,476,605707,2015-05-26 22:20:11,a2q
1793,28773,6776,2015-05-26 22:19:21,a2q
1794,476,317979,2015-05-26 22:02:36,a2q
1795,924,33272,2015-05-26 21:52:54,a2q
1796,67392,2820,2015-05-26 19:43:59,a2q
1797,4534,4534,2015-05-26 16:17:23,a2q
1798,14860,6367,2015-05-26 12:38:42,a2q
1799,65863,6367,2015-05-26 12:23:40,a2q
1800,592,381,2015-05-26 08:56:44,a2q
1801,9976,50189,2015-05-26 05:21:41,a2q
1802,8137,8137,2015-05-26 03:18:35,a2q
1803,7647,56050,2015-05-25 21:30:58,a2q
1804,487,487,2015-05-25 20:35:34,a2q
1805,34820,1284,2015-05-25 20:12:19,a2q
1806,893,840710,2015-05-25 09:45:29,a2q
1807,6309,34956,2015-05-24 23:56:17,a2q
1808,257233,698,2015-05-24 15:25:43,a2q
1809,997502,29,2015-05-24 11:37:21,a2q
1810,3203213,29,2015-05-24 06:13:48,a2q
1811,9900,9900,2015-05-24 02:13:00,a2q
1812,7122,3282,2015-05-23 20:06:22,a2q
1813,9204,9204,2015-05-23 16:32:39,a2q
1814,4640,4640,2015-05-23 11:03:53,a2q
1815,5198,5198,2015-05-23 04:44:31,a2q
1816,9618,9618,2015-05-23 04:39:47,a2q
1817,21539,29,2015-05-23 02:45:45,a2q
1818,2363,2363,2015-05-23 02:24:40,a2q
1819,4144,4144,2015-05-23 00:34:50,a2q
1820,37055,7529,2015-05-22 21:19:08,a2q
1821,54500,1772,2015-05-22 20:18:56,a2q
1822,216,740582,2015-05-22 19:36:49,a2q
1823,3802172,38,2015-05-22 19:26:44,a2q
1824,214,15355,2015-05-22 17:31:35,a2q
1825,9948,66981,2015-05-22 15:29:35,a2q
1826,6309,57254,2015-05-22 13:56:49,a2q
1827,1512,1512,2015-05-22 06:25:24,a2q
1828,369,154896,2015-05-22 03:09:23,a2q
1829,52771,2683,2015-05-22 02:53:38,a2q
1830,476,551450,2015-05-21 20:14:30,a2q
1831,923894,637,2015-05-21 19:57:01,a2q
1832,193634,369,2015-05-21 18:31:56,a2q
1833,3323,3323,2015-05-21 12:36:02,a2q
1834,17034,5056,2015-05-21 12:25:02,a2q
1835,4193,4193,2015-05-21 11:25:47,a2q
1836,426,426,2015-05-21 08:28:19,a2q
1837,1818,91300,2015-05-21 04:48:48,a2q
1838,75,1556571,2015-05-20 23:37:24,a2q
1839,321973,456,2015-05-20 19:11:21,a2q
1840,636740,91,2015-05-20 14:48:59,a2q
1841,91,1866300,2015-05-20 14:40:54,a2q
1842,9117,14101,2015-05-19 22:59:05,a2q
1843,51847,4766,2015-05-19 22:27:13,a2q
1844,1278,34537,2015-05-19 22:20:55,a2q
1845,37,2329642,2015-05-19 20:18:19,a2q
1846,859154,278,2015-05-19 14:20:13,a2q
1847,3447,85196,2015-05-19 06:58:47,a2q
1848,54500,1772,2015-05-19 06:06:19,a2q
1849,893,303250,2015-05-19 05:40:31,a2q
1850,2024,2024,2015-05-19 05:08:25,a2q
1851,48621,2582,2015-05-19 04:55:21,a2q
1852,517748,338,2015-05-19 04:46:16,a2q
1853,4411,4411,2015-05-19 01:51:26,a2q
1854,58743,5035,2015-05-18 23:25:37,a2q
1855,97160,7920,2015-05-18 18:41:10,a2q
1856,654005,64,2015-05-18 15:54:36,a2q
1857,420303,293,2015-05-18 02:58:04,a2q
1858,24105,8279,2015-05-17 22:32:35,a2q
1859,832220,728,2015-05-17 17:40:39,a2q
1860,6367,6367,2015-05-17 16:34:24,a2q
1861,267,123451,2015-05-17 05:01:04,a2q
1862,7231,54964,2015-05-17 00:13:46,a2q
1863,382,432681,2015-05-16 09:08:39,a2q
1864,11799,6268,2015-05-16 01:32:23,a2q
1865,1228,47118,2015-05-15 23:04:47,a2q
1866,79,3392525,2015-05-15 22:54:49,a2q
1867,1980,1980,2015-05-15 20:27:04,a2q
1868,438346,722,2015-05-15 20:23:33,a2q
1869,3827,9204,2015-05-15 20:20:47,a2q
1870,53236,3118,2015-05-15 20:18:47,a2q
1871,88374,8741,2015-05-15 18:23:30,a2q
1872,6268,6268,2015-05-15 11:03:20,a2q
1873,85353,2472,2015-05-15 06:03:39,a2q
1874,3798,3798,2015-05-15 00:50:09,a2q
1875,11799,6268,2015-05-14 23:34:53,a2q
1876,6112,6112,2015-05-14 23:31:32,a2q
1877,19093,5883,2015-05-14 19:16:47,a2q
1878,496978,230,2015-05-14 17:09:15,a2q
1879,476,509706,2015-05-14 16:48:20,a2q
1880,2492,2492,2015-05-14 15:04:31,a2q
1881,4736743,34,2015-05-14 11:29:27,a2q
1882,893,27641,2015-05-14 07:30:34,a2q
1883,893,627473,2015-05-14 04:56:39,a2q
1884,20392,116,2015-05-13 23:04:35,a2q
1885,7055,7055,2015-05-13 21:41:25,a2q
1886,711855,742,2015-05-13 21:18:12,a2q
1887,1456887,91,2015-05-13 20:31:23,a2q
1888,6164,6164,2015-05-13 19:53:53,a2q
1889,7831,42636,2015-05-13 17:42:19,a2q
1890,254109,392,2015-05-13 15:30:19,a2q
1891,4894676,33,2015-05-13 14:59:01,a2q
1892,893,330396,2015-05-13 09:00:27,a2q
1893,62082,5056,2015-05-12 23:06:26,a2q
1894,996878,267,2015-05-12 21:35:31,a2q
1895,26167,5884,2015-05-12 21:21:32,a2q
1896,5868,5868,2015-05-12 17:32:16,a2q
1897,13,1262568,2015-05-12 16:04:44,a2q
1898,8047,8047,2015-05-12 10:17:26,a2q
1899,285795,83,2015-05-12 09:20:35,a2q
1900,149064,91,2015-05-12 07:05:58,a2q
1901,55075,8345,2015-05-12 04:07:11,a2q
1902,3622,3622,2015-05-12 02:17:22,a2q
1903,437,437,2015-05-12 02:10:58,a2q
1904,921690,775,2015-05-11 22:59:19,a2q
1905,15472,3798,2015-05-11 22:15:02,a2q
1906,68905,7856,2015-05-11 20:19:30,a2q
1907,11799,7586,2015-05-11 19:28:39,a2q
1908,4279,87908,2015-05-11 18:54:37,a2q
1909,1737,5015,2015-05-11 18:00:37,a2q
1910,5321,8741,2015-05-11 13:51:48,a2q
1911,5321,40106,2015-05-11 11:27:35,a2q
1912,369,832967,2015-05-11 08:36:34,a2q
1913,55075,8446,2015-05-11 01:01:33,a2q
1914,49381,1463,2015-05-10 23:27:19,a2q
1915,3889784,1,2015-05-10 05:03:15,a2q
1916,8479,8479,2015-05-09 22:15:59,a2q
1917,3366,96233,2015-05-09 06:51:00,a2q
1918,588079,399,2015-05-09 01:39:58,a2q
1919,13532,9976,2015-05-09 00:37:42,a2q
1920,266,927172,2015-05-08 17:40:08,a2q
1921,7852,7852,2015-05-08 12:03:27,a2q
1922,8799,8799,2015-05-08 11:20:07,a2q
1923,369,916236,2015-05-08 08:13:33,a2q
1924,8117,8117,2015-05-08 04:55:40,a2q
1925,9900,9900,2015-05-08 02:56:22,a2q
1926,705,486641,2015-05-08 00:09:19,a2q
1927,476,536116,2015-05-07 22:02:35,a2q
1928,370,812303,2015-05-07 20:34:05,a2q
1929,9021,9021,2015-05-07 18:27:51,a2q
1930,4574,3291,2015-05-07 14:30:09,a2q
1931,7850,7850,2015-05-07 14:09:24,a2q
1932,13,2847764,2015-05-07 12:43:05,a2q
1933,806600,736,2015-05-07 11:02:00,a2q
1934,369,979331,2015-05-07 09:40:59,a2q
1935,6084,6084,2015-05-07 08:00:59,a2q
1936,775,209609,2015-05-07 04:31:18,a2q
1937,8524,8524,2015-05-07 03:45:28,a2q
1938,1363,1363,2015-05-07 01:37:49,a2q
1939,147356,895,2015-05-06 21:14:29,a2q
1940,77775,1469,2015-05-06 19:51:32,a2q
1941,1450,1450,2015-05-06 19:12:48,a2q
1942,87015,4653,2015-05-06 18:32:28,a2q
1943,3389,521,2015-05-06 17:55:23,a2q
1944,5987,8728,2015-05-06 05:10:36,a2q
1945,108,629960,2015-05-06 04:09:27,a2q
1946,6536,82062,2015-05-06 02:37:03,a2q
1947,6112,11619,2015-05-06 02:25:59,a2q
1948,685,685,2015-05-05 23:45:58,a2q
1949,7603,7603,2015-05-05 22:39:25,a2q
1950,1622,1622,2015-05-05 22:06:44,a2q
1951,2344,74000,2015-05-05 21:31:54,a2q
1952,377,965273,2015-05-05 19:48:21,a2q
1953,6309,61298,2015-05-05 18:54:20,a2q
1954,5432,5432,2015-05-05 17:27:06,a2q
1955,367433,685,2015-05-05 10:39:42,a2q
1956,7301,34623,2015-05-05 07:55:18,a2q
1957,310923,181,2015-05-05 02:25:26,a2q
1958,87117,8741,2015-05-05 01:40:15,a2q
1959,4794,89391,2015-05-05 00:31:15,a2q
1960,52759,2073,2015-05-05 00:27:22,a2q
1961,10221,327,2015-05-04 23:38:20,a2q
1962,1359232,91,2015-05-04 22:56:04,a2q
1963,48003,4906,2015-05-04 22:01:34,a2q
1964,95369,6254,2015-05-04 20:18:27,a2q
1965,642706,318,2015-05-04 04:42:24,a2q
1966,942416,303,2015-05-04 02:00:03,a2q
1967,9825,9825,2015-05-03 18:42:10,a2q
1968,6068,6068,2015-05-03 17:04:56,a2q
1969,893,804813,2015-05-03 14:57:29,a2q
1970,6068,6068,2015-05-02 19:14:45,a2q
1971,54500,1772,2015-05-02 09:44:56,a2q
1972,18475,6637,2015-05-02 03:06:13,a2q
1973,7507,52558,2015-05-02 01:53:13,a2q
1974,8701,65569,2015-05-02 01:44:09,a2q
1975,52771,3056,2015-05-02 00:48:15,a2q
1976,4794,4794,2015-05-01 23:06:47,a2q
1977,7888,58129,2015-05-01 23:02:34,a2q
1978,476,360822,2015-05-01 20:51:35,a2q
1979,7255,21648,2015-05-01 19:13:30,a2q
1980,56581,3834,2015-05-01 14:24:50,a2q
1981,8534,8534,2015-05-01 12:09:19,a2q
1982,181206,956,2015-05-01 11:06:56,a2q
1983,893,468388,2015-05-01 08:08:33,a2q
1984,77,3566591,2015-05-01 06:49:27,a2q
1985,162,169447,2015-05-01 04:47:07,a2q
1986,3258047,29,2015-05-01 03:03:16,a2q
1987,75500,7668,2015-05-01 02:20:37,a2q
1988,2733506,83,2015-04-30 23:10:39,a2q
1989,685,685,2015-04-30 21:27:14,a2q
1990,739986,476,2015-04-30 19:05:57,a2q
1991,4332,55061,2015-04-30 15:30:01,a2q
1992,9951,9951,2015-04-30 15:11:53,a2q
1993,1691517,29,2015-04-30 14:58:39,a2q
1994,476,788652,2015-04-30 14:41:46,a2q
1995,853360,131,2015-04-30 13:55:52,a2q
1996,16940,5056,2015-04-30 12:57:43,a2q
1997,893,810815,2015-04-30 07:44:16,a2q
1998,2031,2031,2015-04-30 06:48:01,a2q
1999,893,350265,2015-04-30 05:39:29,a2q
2000,138206,966,2015-04-30 05:18:03,a2q
2001,369,428547,2015-04-30 04:47:04,a2q
2002,59501,78,2015-04-30 03:01:12,a2q
2003,514907,758,2015-04-30 01:36:48,a2q
2004,1105,1105,2015-04-30 01:14:35,a2q
2005,419,283445,2015-04-30 00:26:20,a2q
2006,6171,6171,2015-04-30 00:12:54,a2q
2007,419,413169,2015-04-29 23:45:52,a2q
2008,47978,9204,2015-04-29 22:59:41,a2q
2009,4534,4534,2015-04-29 20:00:39,a2q
2010,51,823161,2015-04-29 17:46:17,a2q
2011,4193,4193,2015-04-29 12:43:15,a2q
2012,3561,3561,2015-04-29 11:01:00,a2q
2013,34820,1284,2015-04-29 08:42:26,a2q
2014,4794,4794,2015-04-29 06:04:27,a2q
2015,234,843454,2015-04-29 04:36:24,a2q
2016,1514,46011,2015-04-29 02:00:18,a2q
2017,1514,52529,2015-04-29 01:54:02,a2q
2018,4322,4322,2015-04-29 00:59:40,a2q
2019,7536,14122,2015-04-29 00:57:44,a2q
2020,26833,685,2015-04-29 00:48:26,a2q
2021,18936,5056,2015-04-28 23:32:52,a2q
2022,1585,947,2015-04-28 23:01:57,a2q
2023,963384,615,2015-04-28 20:50:24,a2q
2024,64027,3323,2015-04-28 19:30:25,a2q
2025,4218358,93,2015-04-28 18:14:58,a2q
2026,64027,3323,2015-04-28 17:37:13,a2q
2027,476,247245,2015-04-28 16:56:53,a2q
2028,13924,2820,2015-04-28 15:59:52,a2q
2029,225718,189,2015-04-28 13:15:05,a2q
2030,49,4820880,2015-04-28 12:24:53,a2q
2031,49,2256537,2015-04-28 12:05:40,a2q
2032,392,842626,2015-04-28 12:02:21,a2q
2033,150046,685,2015-04-28 10:33:56,a2q
2034,49,4840014,2015-04-28 09:25:42,a2q
2035,49,3761501,2015-04-28 08:25:26,a2q
2036,450913,986,2015-04-28 08:22:11,a2q
2037,49,4839846,2015-04-28 07:34:19,a2q
2038,49,4343136,2015-04-28 05:33:14,a2q
2039,10397,685,2015-04-28 05:16:24,a2q
2040,95,3184597,2015-04-28 04:20:44,a2q
2041,1173112,85,2015-04-28 03:53:05,a2q
2042,73987,6291,2015-04-28 03:29:50,a2q
2043,4257,4257,2015-04-28 01:44:09,a2q
2044,7888,7888,2015-04-28 00:25:04,a2q
2045,6309,84349,2015-04-27 18:48:16,a2q
2046,476,972644,2015-04-27 15:43:04,a2q
2047,49,650148,2015-04-27 14:33:04,a2q
2048,49,3322838,2015-04-27 14:27:00,a2q
2049,49,1668069,2015-04-27 14:10:54,a2q
2050,49,3503095,2015-04-27 14:06:37,a2q
2051,415,541208,2015-04-27 06:24:10,a2q
2052,13,4269882,2015-04-27 04:06:36,a2q
2053,1026,189,2015-04-27 01:22:20,a2q
2054,677,239219,2015-04-26 22:51:46,a2q
2055,55504,7743,2015-04-26 20:30:10,a2q
2056,23,178643,2015-04-26 19:11:11,a2q
2057,6366,78053,2015-04-26 18:05:15,a2q
2058,577878,25,2015-04-26 14:42:44,a2q
2059,6415,6415,2015-04-25 01:04:43,a2q
2060,5987,50419,2015-04-25 00:49:57,a2q
2061,317797,578,2015-04-25 00:37:01,a2q
2062,677,239219,2015-04-25 00:19:56,a2q
2063,4329,4329,2015-04-24 22:01:04,a2q
2064,476,233286,2015-04-24 13:36:00,a2q
2065,1,1567513,2015-04-24 04:11:58,a2q
2066,272647,698,2015-04-24 02:34:25,a2q
2067,55504,9636,2015-04-24 02:18:33,a2q
2068,79,1285897,2015-04-23 20:32:03,a2q
2069,7585,24233,2015-04-23 18:50:56,a2q
2070,802435,109,2015-04-23 17:10:38,a2q
2071,415,129202,2015-04-23 16:21:48,a2q
2072,2541,34024,2015-04-23 16:00:33,a2q
2073,1682,6613,2015-04-23 13:59:00,a2q
2074,543,420259,2015-04-23 09:03:24,a2q
2075,9443,9443,2015-04-23 06:53:24,a2q
2076,415,129202,2015-04-23 05:49:04,a2q
2077,415,429879,2015-04-23 05:34:48,a2q
2078,104096,322,2015-04-23 04:16:14,a2q
2079,369,446835,2015-04-23 04:09:06,a2q
2080,685,685,2015-04-23 00:12:39,a2q
2081,6309,38234,2015-04-23 00:02:00,a2q
2082,459345,5,2015-04-22 22:55:39,a2q
2083,626804,58,2015-04-22 22:08:11,a2q
2084,3726241,50,2015-04-22 21:24:56,a2q
2085,4329,57883,2015-04-22 21:18:36,a2q
2086,28169,6345,2015-04-22 21:13:07,a2q
2087,95,1508682,2015-04-22 20:35:02,a2q
2088,61158,473,2015-04-22 20:07:59,a2q
2089,476,132728,2015-04-22 19:30:39,a2q
2090,476,50394,2015-04-22 17:51:16,a2q
2091,204950,917,2015-04-22 16:00:11,a2q
2092,136,169992,2015-04-22 15:29:05,a2q
2093,28926,6158,2015-04-22 07:48:11,a2q
2094,371,583781,2015-04-22 07:06:17,a2q
2095,277992,672,2015-04-22 06:42:26,a2q
2096,917,243164,2015-04-22 03:36:22,a2q
2097,131872,572,2015-04-22 02:24:04,a2q
2098,71332,4787,2015-04-22 02:10:52,a2q
2099,1324,65387,2015-04-22 01:56:55,a2q
2100,11799,1789,2015-04-22 01:56:39,a2q
2101,4322,4322,2015-04-22 00:37:47,a2q
2102,6791,6791,2015-04-21 21:47:10,a2q
2103,58107,5475,2015-04-21 20:32:13,a2q
2104,476,227523,2015-04-21 19:28:08,a2q
2105,975199,244,2015-04-21 17:31:32,a2q
2106,476,356759,2015-04-21 16:16:59,a2q
2107,6742,31325,2015-04-21 15:34:40,a2q
2108,187996,230,2015-04-21 14:07:14,a2q
2109,93747,7441,2015-04-21 01:30:52,a2q
2110,9859,57246,2015-04-20 23:35:46,a2q
2111,4322,4322,2015-04-20 22:51:56,a2q
2112,21475,4918,2015-04-20 22:45:13,a2q
2113,8261,8261,2015-04-20 22:38:45,a2q
2114,60,3824404,2015-04-20 19:54:15,a2q
2115,476,419404,2015-04-20 17:14:19,a2q
2116,369,685281,2015-04-20 10:58:19,a2q
2117,2031,2031,2015-04-20 00:11:24,a2q
2118,79,1285897,2015-04-20 00:07:27,a2q
2119,202705,358,2015-04-19 19:07:43,a2q
2120,49153,1011,2015-04-18 19:15:33,a2q
2121,4154,65070,2015-04-18 05:14:04,a2q
2122,816536,680,2015-04-18 04:54:50,a2q
2123,4,3931725,2015-04-18 03:28:41,a2q
2124,22146,3408,2015-04-17 22:21:43,a2q
2125,9776,9776,2015-04-17 19:02:44,a2q
2126,369,871877,2015-04-17 03:09:16,a2q
2127,6632,6632,2015-04-17 00:12:47,a2q
2128,86604,5309,2015-04-16 23:20:44,a2q
2129,87698,1727,2015-04-16 22:16:00,a2q
2130,161332,473,2015-04-16 20:36:28,a2q
2131,266,523898,2015-04-16 19:19:39,a2q
2132,7586,36476,2015-04-16 17:39:00,a2q
2133,705086,116,2015-04-16 16:50:17,a2q
2134,199360,331,2015-04-16 09:33:34,a2q
2135,4449,4449,2015-04-16 07:04:15,a2q
2136,677,239219,2015-04-16 06:05:23,a2q
2137,136,517529,2015-04-16 01:48:32,a2q
2138,751,751,2015-04-16 00:24:46,a2q
2139,4035,4035,2015-04-15 20:12:18,a2q
2140,160581,609,2015-04-15 16:46:34,a2q
2141,613130,814,2015-04-15 16:43:22,a2q
2142,476,476,2015-04-15 16:07:45,a2q
2143,476,614208,2015-04-15 14:42:19,a2q
2144,4782499,25,2015-04-15 13:05:22,a2q
2145,938380,25,2015-04-15 10:41:31,a2q
2146,369,314944,2015-04-15 09:01:50,a2q
2147,108,295684,2015-04-15 07:59:50,a2q
2148,13,1333873,2015-04-15 04:55:17,a2q
2149,369,859478,2015-04-15 04:27:15,a2q
2150,369,314944,2015-04-15 03:11:26,a2q
2151,476,961389,2015-04-15 02:19:35,a2q
2152,1158,1158,2015-04-15 01:22:28,a2q
2153,66519,7685,2015-04-15 00:06:48,a2q
2154,5175,5175,2015-04-14 23:50:40,a2q
2155,2086,2086,2015-04-14 22:52:13,a2q
2156,484041,549,2015-04-14 20:39:48,a2q
2157,318765,115,2015-04-14 19:22:05,a2q
2158,365867,536,2015-04-14 17:28:09,a2q
2159,98491,4843,2015-04-14 16:28:10,a2q
2160,524368,432,2015-04-14 15:05:28,a2q
2161,3917091,80,2015-04-14 09:30:09,a2q
2162,55075,5885,2015-04-14 05:02:42,a2q
2163,476,318765,2015-04-13 23:37:28,a2q
2164,572,572,2015-04-13 19:30:01,a2q
2165,369,53771,2015-04-13 11:26:07,a2q
2166,790387,116,2015-04-12 14:01:57,a2q
2167,213464,116,2015-04-12 13:38:24,a2q
2168,116,177006,2015-04-12 13:20:43,a2q
2169,7561,25320,2015-04-12 09:28:35,a2q
2170,97337,2721,2015-04-11 18:28:35,a2q
2171,108,992931,2015-04-11 04:48:03,a2q
2172,677,239219,2015-04-11 04:03:12,a2q
2173,87427,5827,2015-04-11 00:56:49,a2q
2174,4769313,85,2015-04-10 23:57:00,a2q
2175,55075,1431,2015-04-10 22:14:54,a2q
2176,1055,1055,2015-04-10 20:31:09,a2q
2177,267,817572,2015-04-10 17:50:57,a2q
2178,4097,4097,2015-04-10 16:29:09,a2q
2179,476,455961,2015-04-10 16:02:46,a2q
2180,267,315001,2015-04-10 13:31:46,a2q
2181,9204,62163,2015-04-10 12:46:07,a2q
2182,6309,10202,2015-04-10 12:37:59,a2q
2183,371,179736,2015-04-10 09:42:05,a2q
2184,108,295684,2015-04-10 09:40:30,a2q
2185,64334,1632,2015-04-10 07:31:01,a2q
2186,4279,34747,2015-04-10 03:50:41,a2q
2187,4304,7360,2015-04-10 03:29:53,a2q
2188,476,754962,2015-04-09 21:24:17,a2q
2189,6309,15274,2015-04-09 12:53:54,a2q
2190,25702,2385,2015-04-09 08:08:04,a2q
2191,9859,9859,2015-04-09 02:15:30,a2q
2192,3381,54201,2015-04-09 01:37:41,a2q
2193,58805,1463,2015-04-09 00:56:03,a2q
2194,9950,9950,2015-04-08 22:25:58,a2q
2195,9950,9950,2015-04-08 21:39:56,a2q
2196,3055,67378,2015-04-08 15:22:46,a2q
2197,1866,1866,2015-04-08 09:03:07,a2q
2198,13,3465992,2015-04-08 06:39:01,a2q
2199,549,116923,2015-04-08 04:14:03,a2q
2200,3140,10468,2015-04-08 03:36:35,a2q
2201,23528,7648,2015-04-07 21:48:07,a2q
2202,4266319,80,2015-04-07 20:27:37,a2q
2203,5321,75500,2015-04-07 19:12:01,a2q
2204,9205,9205,2015-04-07 06:20:15,a2q
2205,116,116,2015-04-07 05:54:54,a2q
2206,104349,116,2015-04-07 03:47:01,a2q
2207,92156,7193,2015-04-07 03:32:56,a2q
2208,3488,3488,2015-04-07 00:42:36,a2q
2209,3043,72547,2015-04-06 22:14:08,a2q
2210,188,490246,2015-04-06 14:35:30,a2q
2211,6309,6460,2015-04-06 06:10:01,a2q
2212,122422,893,2015-04-06 04:47:57,a2q
2213,1338,54422,2015-04-06 02:31:52,a2q
2214,79,79,2015-04-06 01:00:33,a2q
2215,74975,2635,2015-04-06 00:19:59,a2q
2216,2988,78202,2015-04-05 22:25:18,a2q
2217,2426099,43,2015-04-05 07:16:45,a2q
2218,13,4747930,2015-04-05 03:35:00,a2q
2219,6309,91414,2015-04-04 14:57:27,a2q
2220,68972,5454,2015-04-04 01:47:44,a2q
2221,9204,9204,2015-04-03 20:52:24,a2q
2222,9886,9886,2015-04-03 20:47:36,a2q
2223,551514,136,2015-04-03 08:40:18,a2q
2224,245,245,2015-04-03 05:09:42,a2q
2225,145839,29,2015-04-03 03:59:46,a2q
2226,1282,1151,2015-04-02 22:08:20,a2q
2227,3619,3619,2015-04-02 21:59:56,a2q
2228,987,310291,2015-04-02 18:04:28,a2q
2229,2351696,85,2015-04-02 15:57:22,a2q
2230,60,3127828,2015-04-02 15:43:39,a2q
2231,369,427869,2015-04-02 09:35:16,a2q
2232,539993,234,2015-04-02 07:05:04,a2q
2233,4192,51500,2015-04-02 03:18:57,a2q
2234,10156,8877,2015-04-02 02:57:02,a2q
2235,1228,11410,2015-04-02 02:30:32,a2q
2236,582,9636,2015-04-02 01:37:48,a2q
2237,9636,9636,2015-04-02 01:35:27,a2q
2238,9950,9950,2015-04-01 21:31:57,a2q
2239,135050,543,2015-04-01 21:31:55,a2q
2240,221800,91,2015-04-01 19:29:33,a2q
2241,17034,6776,2015-04-01 17:55:38,a2q
2242,4597,4597,2015-04-01 16:27:38,a2q
2243,51,2965113,2015-04-01 16:23:57,a2q
2244,6068,6068,2015-04-01 14:56:37,a2q
2245,9204,9204,2015-04-01 14:34:50,a2q
2246,329367,364,2015-04-01 14:28:13,a2q
2247,639054,720,2015-04-01 13:46:45,a2q
2248,893,836308,2015-04-01 08:09:09,a2q
2249,70149,1782,2015-04-01 05:41:52,a2q
2250,893,252060,2015-04-01 05:24:13,a2q
2251,2348704,5,2015-04-01 02:52:34,a2q
2252,84889,2648,2015-03-31 22:40:06,a2q
2253,438992,742,2015-03-31 22:32:59,a2q
2254,2094,44330,2015-03-31 17:15:31,a2q
2255,53808,2354,2015-03-31 09:17:41,a2q
2256,6068,6068,2015-03-31 05:43:09,a2q
2257,7595,7595,2015-03-31 05:02:06,a2q
2258,634821,346,2015-03-31 02:30:11,a2q
2259,7453,7453,2015-03-31 01:09:50,a2q
2260,13,3984006,2015-03-30 23:20:02,a2q
2261,5486,5486,2015-03-30 21:43:14,a2q
2262,6068,6068,2015-03-30 21:05:12,a2q
2263,436075,994,2015-03-30 20:27:32,a2q
2264,7450,7450,2015-03-30 20:22:10,a2q
2265,1738,1738,2015-03-30 18:20:45,a2q
2266,12679,493,2015-03-30 17:08:03,a2q
2267,476,939182,2015-03-30 16:15:15,a2q
2268,5274,55619,2015-03-30 14:00:58,a2q
2269,8678,8678,2015-03-30 01:58:49,a2q
2270,9913,9913,2015-03-29 23:02:32,a2q
2271,5380,5380,2015-03-29 10:01:34,a2q
2272,13,4562019,2015-03-29 05:12:16,a2q
2273,1395009,40,2015-03-29 04:05:52,a2q
2274,89233,9266,2015-03-29 01:00:04,a2q
2275,9204,9204,2015-03-29 00:04:47,a2q
2276,64,100957,2015-03-28 20:57:26,a2q
2277,179529,716,2015-03-28 16:02:39,a2q
2278,6309,95624,2015-03-28 15:32:56,a2q
2279,12484,2975,2015-03-28 04:39:53,a2q
2280,17440,3904,2015-03-28 03:35:24,a2q
2281,954,99379,2015-03-28 02:15:45,a2q
2282,9279,35203,2015-03-28 00:22:56,a2q
2283,67276,1133,2015-03-27 23:29:45,a2q
2284,40078,3045,2015-03-27 20:34:06,a2q
2285,4279,28324,2015-03-27 15:31:10,a2q
2286,319875,116,2015-03-27 14:18:41,a2q
2287,1156,1156,2015-03-27 12:08:26,a2q
2288,113632,572,2015-03-27 08:31:50,a2q
2289,677,83960,2015-03-27 06:06:47,a2q
2290,179,400589,2015-03-27 04:08:03,a2q
2291,5106,5106,2015-03-27 03:28:31,a2q
2292,432,894688,2015-03-27 02:47:25,a2q
2293,8479,8479,2015-03-27 01:21:42,a2q
2294,13,4717363,2015-03-27 00:05:14,a2q
